Product ID,Product Name,Category,Sub-category,Brand,Price,Discount (%),Rating,Number of Reviews,Availability Status,Color Options,Sizes Available,Material,Shipping Time,Country of Origin,Date Added,Total Sales
P03855,Party Gown,Topwear,Casual Shoes,FabIndia,6911,17,3.4,708,Out of Stock,"Grey, Black","7, 8, 9, 10",Cotton,2-3 days,Delhi,2023-02-01,4892988
P03856,Blazer,Topwear,Sweaters,Vero Moda,8366,26,4.8,931,In Stock,"Pink, Purple","6, 7, 8, 9",Wool,1 week,Karnataka,2020-06-21,7788746
P03857,Cotton T-shirt,Ethnic,Western Wear,Vero Moda,4078,40,3.5,391,In Stock,"Grey, Black","7, 8, 9, 10",Polyester,6-7 days,Gujarat,2024-11-13,1594498
P03858,Ankle Boots,Outerwear,Kurtas,H&M,1611,23,4.4,834,In Stock,"Pink, Purple","30, 32, 34, 36",Linen,4-5 days,Karnataka,2024-11-29,1343574
P03859,Maxi Dress,Dresses,Jeans,Harley Davidson,7958,6,3.0,118,Out of Stock,"Red, White","M, L, XL",Silk,2-3 days,Maharashtra,2023-06-26,939044
P03860,Cotton T-shirt,Dresses,Sports Shoes,Tommy Hilfiger,8118,50,5.0,688,Out of Stock,"Blue, Black","M, L, XL",Wool,4-5 days,Karnataka,2021-09-09,5585184
P03861,Denim Jacket,Ethnic,Blouses,Clarks,3375,15,4.5,49,In Stock,"Grey, Black","30, 32, 34, 36",Leather,10 days,Uttar Pradesh,2023-08-28,165375
P03862,Track Pants,Outerwear,Boots,Levis,2472,15,4.4,359,Out of Stock,"Pink, Purple","7, 8, 9, 10",Silk,6-7 days,Tamil Nadu,2024-11-03,887448
P03863,Cotton T-shirt,Ethnic,Kurtas,Mango,4367,41,4.1,161,Out of Stock,"Red, White","6, 7, 8, 9",Linen,6-7 days,Uttar Pradesh,2023-08-14,703087
P03864,Knee-Length Skirt,Bottomwear,Western Wear,Puma,1097,41,3.2,281,In Stock,"Pink, Purple","30, 32, 34, 36",Cotton,6-7 days,Karnataka,2020-01-14,308257
P03865,Track Pants,Bottomwear,Jeans,Arrow,2887,41,3.6,78,In Stock,"Blue, Black","6, 7, 8, 9",Polyester,1 week,Delhi,2020-03-16,225186
P03866,Floral Top,Ethnic,Casual Shoes,Van Heusen,2648,31,4.0,170,Out of Stock,"Green, Yellow","7, 8, 9, 10",Leather,1 week,Karnataka,2020-07-20,450160
P03867,Polo T-shirt,Bottomwear,Shorts,Zara,998,34,4.1,574,Out of Stock,"Green, Yellow","7, 8, 9, 10",Linen,1 week,Karnataka,2022-09-15,572852
P03868,Chinos,Topwear,Western Wear,Clarks,8666,15,4.1,357,In Stock,"Grey, Black","S, M, L, XL",Wool,4-5 days,Tamil Nadu,2021-05-15,3093762
P03869,Maxi Dress,Footwear,Blouses,Mango,1222,7,4.3,824,Out of Stock,"Red, White","28, 30, 32, 34",Linen,1 week,Delhi,2024-05-02,1006928
P03870,Maxi Dress,Outerwear,Jackets,Nike,7457,47,4.5,290,In Stock,"Red, White","S, M, L, XL",Leather,2-3 days,Maharashtra,2023-02-11,2162530
P03871,Floral Top,Footwear,T-shirts,Harley Davidson,9642,34,4.1,984,Out of Stock,"Blue, Black","S, M, L, XL",Cotton,6-7 days,Maharashtra,2023-03-31,9487728
P03872,Leather Jacket,Dresses,Shorts,Nike,2538,23,3.4,545,In Stock,"Pink, Purple","7, 8, 9, 10",Cotton,6-7 days,Tamil Nadu,2023-05-21,1383210
P03873,Ankle Boots,Topwear,Sports Shoes,Uniqlo,5949,34,3.7,610,In Stock,"Pink, Purple","M, L, XL",Linen,10 days,Gujarat,2021-08-17,3628890
P03874,Polo T-shirt,Dresses,Skirts,Uniqlo,7428,42,3.4,741,Out of Stock,"Red, White","6, 7, 8, 9",Linen,6-7 days,Delhi,2020-06-23,5504148
P03875,Denim Jacket,Dresses,Boots,Reebok,5396,50,5.0,650,Out of Stock,"Blue, Black","M, L, XL",Wool,4-5 days,Gujarat,2023-03-24,3507400
P03876,Maxi Dress,Dresses,Shorts,Forever 21,9333,10,3.4,371,In Stock,"Green, Yellow","S, M, L, XL",Linen,10 days,Karnataka,2020-05-07,3462543
P03877,Running Shoes,Dresses,Pants,FabIndia,6292,6,3.9,26,Out of Stock,"Red, White","30, 32, 34, 36",Leather,10 days,Gujarat,2022-06-21,163592
P03878,Cotton T-shirt,Dresses,Boots,Zara,7375,24,3.8,748,Out of Stock,"Red, White","M, L, XL",Wool,4-5 days,Delhi,2022-03-17,5516500
P03879,Cotton T-shirt,Bottomwear,Jackets,Mango,3337,19,3.7,666,Out of Stock,"Red, White","30, 32, 34, 36",Polyester,6-7 days,Tamil Nadu,2023-03-19,2222442
P03880,Maxi Dress,Footwear,Western Wear,Arrow,1054,38,4.1,180,In Stock,"Red, White","6, 7, 8, 9",Cotton,10 days,Karnataka,2023-06-12,189720
P03881,Leather Jacket,Ethnic,Blouses,Uniqlo,3219,30,3.6,600,In Stock,"Blue, Black","M, L, XL",Silk,6-7 days,Delhi,2023-07-06,1931400
P03882,Slim Fit Jeans,Outerwear,Pants,Tommy Hilfiger,7933,12,4.0,25,Out of Stock,"Grey, Black","M, L, XL",Denim,4-5 days,Tamil Nadu,2024-09-28,198325
P03883,Maxi Dress,Bottomwear,Shorts,Ralph Lauren,3459,28,3.7,889,Out of Stock,"Blue, Black","28, 30, 32, 34",Leather,2-3 days,Delhi,2023-06-01,3075051
P03884,Party Gown,Outerwear,Sports Shoes,H&M,6912,15,3.3,367,In Stock,"Grey, Black","M, L, XL",Wool,10 days,Maharashtra,2020-01-02,2536704
P03885,Woolen Sweater,Bottomwear,Skirts,Puma,7619,49,4.6,350,Out of Stock,"Green, Yellow","30, 32, 34, 36",Wool,2-3 days,Delhi,2023-07-01,2666650
P03886,Denim Jacket,Topwear,T-shirts,Puma,3171,23,3.2,921,Out of Stock,"Grey, Black","M, L, XL",Leather,6-7 days,Tamil Nadu,2021-10-22,2920491
P03887,Knee-Length Skirt,Dresses,Formal Wear,Reebok,9857,18,3.5,565,In Stock,"Red, White","S, M, L, XL",Wool,6-7 days,Tamil Nadu,2022-05-02,5569205
P03888,Sports Shoes,Ethnic,Sweaters,FabIndia,5475,14,3.3,62,In Stock,"Blue, Black","S, M, L, XL",Cotton,6-7 days,Delhi,2020-02-19,339450
P03889,Floral Top,Bottomwear,Boots,Arrow,7680,38,4.6,562,Out of Stock,"Green, Yellow","6, 7, 8, 9",Cotton,10 days,Delhi,2023-06-06,4316160
P03890,Party Gown,Topwear,Formal Wear,Zara,914,8,4.5,812,In Stock,"Blue, Black","28, 30, 32, 34",Polyester,2-3 days,Uttar Pradesh,2023-10-19,742168
P03891,Ethnic Kurta,Dresses,Sweaters,Vero Moda,4871,25,3.2,82,In Stock,"Grey, Black","30, 32, 34, 36",Leather,6-7 days,Maharashtra,2024-07-25,399422
P03892,Leather Jacket,Bottomwear,Boots,Mango,5475,21,4.5,774,In Stock,"Green, Yellow","30, 32, 34, 36",Leather,2-3 days,Uttar Pradesh,2020-03-07,4237650
P03893,Denim Jacket,Footwear,Boots,Nike,2023,10,4.8,450,Out of Stock,"Pink, Purple","S, M, L, XL",Wool,4-5 days,Delhi,2024-10-29,910350
P03894,Party Gown,Bottomwear,Jeans,Adidas,5053,15,4.1,952,In Stock,"Green, Yellow","M, L, XL",Denim,6-7 days,Uttar Pradesh,2023-01-05,4810456
P03895,Cotton T-shirt,Footwear,Kurtas,H&M,4427,25,4.7,820,In Stock,"Blue, Black","7, 8, 9, 10",Polyester,1 week,Gujarat,2021-03-15,3630140
P03896,Formal Shirt,Outerwear,Skirts,Arrow,4860,34,3.2,475,Out of Stock,"Pink, Purple","30, 32, 34, 36",Leather,10 days,Maharashtra,2022-04-04,2308500
P03897,Polo T-shirt,Footwear,Formal Wear,Clarks,9165,34,4.4,182,In Stock,"Red, White","S, M, L, XL",Cotton,10 days,Delhi,2020-03-12,1668030
P03898,Running Shoes,Topwear,Jeans,FabIndia,7705,44,4.4,97,Out of Stock,"Pink, Purple","7, 8, 9, 10",Denim,4-5 days,Gujarat,2024-08-17,747385
P03899,Chinos,Ethnic,Blouses,FabIndia,4006,10,3.9,124,In Stock,"Pink, Purple","M, L, XL",Leather,4-5 days,Uttar Pradesh,2021-11-12,496744
P03900,Woolen Sweater,Dresses,Shorts,FabIndia,9281,20,4.5,726,Out of Stock,"Pink, Purple","7, 8, 9, 10",Silk,1 week,Uttar Pradesh,2022-05-01,6738006
P03901,Woolen Sweater,Bottomwear,Sweaters,FabIndia,2272,34,4.2,521,Out of Stock,"Green, Yellow","6, 7, 8, 9",Polyester,2-3 days,Karnataka,2024-10-18,1183712
P03902,Casual Shorts,Bottomwear,Casual Shoes,Uniqlo,9664,47,4.3,236,Out of Stock,"Green, Yellow","30, 32, 34, 36",Cotton,1 week,Karnataka,2023-08-01,2280704
P03903,Blazer,Topwear,Blouses,Vero Moda,9489,43,4.3,387,In Stock,"Green, Yellow","S, M, L, XL",Linen,10 days,Gujarat,2024-09-10,3672243
P03904,Ankle Boots,Dresses,T-shirts,Arrow,5683,16,4.5,765,Out of Stock,"Pink, Purple","S, M, L, XL",Leather,10 days,Karnataka,2024-07-13,4347495
P03905,Sneakers,Topwear,Blouses,Clarks,4072,35,4.6,380,In Stock,"Red, White","30, 32, 34, 36",Denim,1 week,Delhi,2021-12-07,1547360
P03906,Floral Top,Bottomwear,Casual Shoes,Reebok,7320,6,3.9,726,In Stock,"Blue, Black","M, L, XL",Leather,6-7 days,Maharashtra,2023-08-19,5314320
P03907,Slim Fit Jeans,Dresses,Skirts,Arrow,1932,31,5.0,201,In Stock,"Pink, Purple","M, L, XL",Linen,10 days,Uttar Pradesh,2024-04-28,388332
P03908,Formal Shirt,Dresses,Sports Shoes,FabIndia,7255,24,4.9,976,In Stock,"Red, White","S, M, L, XL",Linen,1 week,Maharashtra,2024-05-24,7080880
P03909,Ethnic Kurta,Topwear,Sports Shoes,H&M,3498,47,3.9,766,In Stock,"Red, White","7, 8, 9, 10",Silk,6-7 days,Gujarat,2022-04-27,2679468
P03910,Formal Shirt,Outerwear,Formal Wear,Ralph Lauren,4561,21,3.0,656,In Stock,"Red, White","28, 30, 32, 34",Leather,1 week,Karnataka,2021-10-10,2992016
P03911,Knee-Length Skirt,Dresses,Western Wear,H&M,8160,6,3.8,762,Out of Stock,"Green, Yellow","S, M, L, XL",Leather,2-3 days,Karnataka,2020-08-11,6217920
P03912,Casual Shorts,Ethnic,Blouses,Mango,9035,20,5.0,912,In Stock,"Blue, Black","M, L, XL",Cotton,10 days,Uttar Pradesh,2024-04-03,8239920
P03913,Track Pants,Dresses,Sweaters,Arrow,7629,42,4.8,600,In Stock,"Green, Yellow","S, M, L, XL",Cotton,10 days,Karnataka,2022-06-21,4577400
P03914,Sports Shoes,Bottomwear,Sweaters,Levis,3614,46,3.1,822,Out of Stock,"Pink, Purple","M, L, XL",Silk,10 days,Gujarat,2020-09-18,2970708
P03915,Blazer,Outerwear,Western Wear,Zara,9506,10,4.2,495,Out of Stock,"Green, Yellow","S, M, L, XL",Polyester,4-5 days,Uttar Pradesh,2024-02-22,4705470
P03916,Sports Shoes,Footwear,Jackets,Zara,9284,31,3.4,368,Out of Stock,"Blue, Black","M, L, XL",Wool,2-3 days,Karnataka,2022-02-09,3416512
P03917,Casual Shorts,Outerwear,Pants,Reebok,3141,8,4.2,531,Out of Stock,"Blue, Black","28, 30, 32, 34",Polyester,1 week,Maharashtra,2023-11-21,1667871
P03918,Chinos,Footwear,Skirts,Tommy Hilfiger,8086,23,3.1,140,In Stock,"Pink, Purple","30, 32, 34, 36",Linen,1 week,Karnataka,2022-12-31,1132040
P03919,Ethnic Kurta,Ethnic,T-shirts,Reebok,4996,40,5.0,309,Out of Stock,"Red, White","M, L, XL",Denim,2-3 days,Maharashtra,2022-07-30,1543764
P03920,Ethnic Kurta,Topwear,Blouses,Van Heusen,1631,39,3.1,200,Out of Stock,"Blue, Black","S, M, L, XL",Silk,1 week,Maharashtra,2021-05-24,326200
P03921,Track Pants,Dresses,Shirts,Vero Moda,8916,35,3.3,74,In Stock,"Grey, Black","28, 30, 32, 34",Linen,4-5 days,Tamil Nadu,2023-09-05,659784
P03922,Slim Fit Jeans,Footwear,Sports Shoes,Zara,8165,21,3.3,981,In Stock,"Blue, Black","28, 30, 32, 34",Polyester,4-5 days,Maharashtra,2021-01-03,8009865
P03923,Slim Fit Jeans,Topwear,Jackets,Forever 21,3824,23,4.0,925,Out of Stock,"Blue, Black","M, L, XL",Silk,10 days,Maharashtra,2023-08-11,3537200
P03924,Ethnic Kurta,Outerwear,Western Wear,Forever 21,5784,10,4.3,441,In Stock,"Green, Yellow","S, M, L, XL",Cotton,10 days,Maharashtra,2024-05-20,2550744
P03925,Denim Jacket,Dresses,Formal Wear,Adidas,6508,38,4.7,340,Out of Stock,"Red, White","30, 32, 34, 36",Linen,10 days,Gujarat,2020-03-01,2212720
P03926,Casual Shorts,Ethnic,Western Wear,Reebok,7281,22,3.2,41,In Stock,"Pink, Purple","7, 8, 9, 10",Silk,10 days,Uttar Pradesh,2023-08-29,298521
P03927,Knee-Length Skirt,Ethnic,Sports Shoes,Levis,5877,39,4.2,813,Out of Stock,"Red, White","M, L, XL",Silk,4-5 days,Maharashtra,2022-07-15,4778001
P03928,Sports Shoes,Footwear,Sweaters,Harley Davidson,1953,33,4.9,499,Out of Stock,"Green, Yellow","7, 8, 9, 10",Silk,1 week,Tamil Nadu,2023-10-25,974547
P03929,Denim Jacket,Topwear,Formal Wear,Reebok,2293,19,4.2,938,In Stock,"Red, White","7, 8, 9, 10",Silk,1 week,Gujarat,2024-09-14,2150834
P03930,Leather Jacket,Outerwear,Western Wear,Vero Moda,3230,43,4.3,529,In Stock,"Blue, Black","S, M, L, XL",Linen,1 week,Gujarat,2020-08-30,1708670
P03931,Ankle Boots,Dresses,Shorts,FabIndia,9726,16,3.3,40,Out of Stock,"Pink, Purple","M, L, XL",Silk,1 week,Karnataka,2021-09-27,389040
P03932,Chinos,Dresses,Sweaters,Tommy Hilfiger,8080,10,3.8,13,In Stock,"Blue, Black","M, L, XL",Polyester,1 week,Maharashtra,2023-01-07,105040
P03933,Ethnic Kurta,Topwear,Jeans,Clarks,3133,26,4.0,231,Out of Stock,"Green, Yellow","30, 32, 34, 36",Cotton,6-7 days,Tamil Nadu,2020-04-05,723723
P03934,Floral Top,Bottomwear,Kurtas,Adidas,9594,49,3.9,169,In Stock,"Red, White","30, 32, 34, 36",Linen,4-5 days,Tamil Nadu,2022-07-20,1621386
P03935,Maxi Dress,Dresses,Pants,Harley Davidson,3064,31,4.1,567,In Stock,"Green, Yellow","28, 30, 32, 34",Cotton,10 days,Gujarat,2023-07-16,1737288
P03936,Maxi Dress,Dresses,Shorts,H&M,4708,24,3.6,975,In Stock,"Grey, Black","6, 7, 8, 9",Leather,6-7 days,Uttar Pradesh,2021-10-30,4590300
P03937,Cotton T-shirt,Ethnic,Sweaters,Arrow,4329,13,4.6,385,Out of Stock,"Green, Yellow","28, 30, 32, 34",Silk,4-5 days,Delhi,2022-11-13,1666665
P03938,Sports Shoes,Topwear,Jeans,Puma,5152,27,3.2,482,In Stock,"Grey, Black","7, 8, 9, 10",Polyester,1 week,Karnataka,2023-12-27,2483264
P03939,Cotton T-shirt,Outerwear,Jeans,Mango,4842,22,3.1,354,In Stock,"Pink, Purple","28, 30, 32, 34",Leather,10 days,Delhi,2023-04-27,1714068
P03940,Formal Shirt,Outerwear,Sweaters,Forever 21,6932,47,4.4,201,Out of Stock,"Pink, Purple","7, 8, 9, 10",Wool,2-3 days,Maharashtra,2024-09-03,1393332
P03941,Woolen Sweater,Dresses,T-shirts,Tommy Hilfiger,5906,22,3.5,968,In Stock,"Blue, Black","6, 7, 8, 9",Polyester,10 days,Maharashtra,2024-05-06,5717008
P03942,Polo T-shirt,Dresses,Casual Shoes,Zara,4789,35,3.4,167,In Stock,"Blue, Black","7, 8, 9, 10",Cotton,10 days,Delhi,2024-12-11,799763
P03943,Running Shoes,Dresses,Casual Shoes,Mango,4657,43,4.0,312,Out of Stock,"Pink, Purple","28, 30, 32, 34",Leather,1 week,Maharashtra,2023-11-10,1452984
P03944,Cotton T-shirt,Dresses,Shorts,Tommy Hilfiger,2659,34,4.3,64,In Stock,"Blue, Black","28, 30, 32, 34",Cotton,1 week,Uttar Pradesh,2020-12-28,170176
P03945,Ethnic Kurta,Dresses,Shirts,Harley Davidson,1057,25,3.7,769,Out of Stock,"Grey, Black","S, M, L, XL",Denim,10 days,Tamil Nadu,2022-03-27,812833
P03946,Floral Top,Ethnic,Shorts,Arrow,4818,12,3.2,389,In Stock,"Grey, Black","28, 30, 32, 34",Wool,10 days,Delhi,2023-07-05,1874202
P03947,Knee-Length Skirt,Bottomwear,Western Wear,H&M,3644,47,4.2,53,In Stock,"Green, Yellow","7, 8, 9, 10",Wool,2-3 days,Maharashtra,2024-09-07,193132
P03948,Ethnic Kurta,Footwear,Jeans,Puma,4134,36,4.8,737,In Stock,"Green, Yellow","30, 32, 34, 36",Denim,4-5 days,Delhi,2023-01-22,3046758
P03949,Sneakers,Bottomwear,Boots,Clarks,8780,50,4.3,317,In Stock,"Green, Yellow","S, M, L, XL",Polyester,6-7 days,Tamil Nadu,2022-10-03,2783260
P03950,Blazer,Topwear,T-shirts,Van Heusen,3950,25,3.7,772,Out of Stock,"Red, White","S, M, L, XL",Cotton,4-5 days,Karnataka,2024-03-22,3049400
P03951,Ethnic Kurta,Ethnic,Shorts,Levis,8388,7,3.6,331,In Stock,"Green, Yellow","S, M, L, XL",Polyester,10 days,Delhi,2024-11-19,2776428
P03952,Running Shoes,Topwear,T-shirts,Puma,9648,21,4.5,757,In Stock,"Green, Yellow","28, 30, 32, 34",Denim,1 week,Gujarat,2024-01-26,7303536
P03953,Slim Fit Jeans,Dresses,Shirts,Tommy Hilfiger,5397,44,4.6,806,Out of Stock,"Pink, Purple","6, 7, 8, 9",Cotton,6-7 days,Uttar Pradesh,2022-11-11,4349982
P03954,Casual Shorts,Topwear,T-shirts,Tommy Hilfiger,2728,45,3.4,601,In Stock,"Blue, Black","6, 7, 8, 9",Silk,4-5 days,Gujarat,2024-10-03,1639528
P03955,Maxi Dress,Footwear,Shirts,Van Heusen,4104,31,3.8,793,In Stock,"Pink, Purple","6, 7, 8, 9",Leather,6-7 days,Maharashtra,2021-10-10,3254472
P03956,Ethnic Kurta,Dresses,Boots,H&M,3831,46,4.7,901,Out of Stock,"Grey, Black","6, 7, 8, 9",Linen,10 days,Karnataka,2021-05-26,3451731
P03957,Blazer,Topwear,Formal Wear,Levis,5466,21,3.2,646,In Stock,"Red, White","S, M, L, XL",Silk,2-3 days,Maharashtra,2022-09-17,3531036
P03958,Ankle Boots,Outerwear,Skirts,Van Heusen,8121,50,4.6,783,Out of Stock,"Pink, Purple","28, 30, 32, 34",Wool,10 days,Tamil Nadu,2021-10-05,6358743
P03959,Chinos,Dresses,Shirts,Arrow,1879,34,4.2,437,Out of Stock,"Blue, Black","28, 30, 32, 34",Denim,10 days,Tamil Nadu,2021-05-05,821123
P03960,Sports Shoes,Bottomwear,Blouses,Levis,4327,32,3.4,173,In Stock,"Blue, Black","28, 30, 32, 34",Cotton,2-3 days,Gujarat,2023-02-22,748571
P03961,Maxi Dress,Bottomwear,Sports Shoes,Ralph Lauren,9995,42,4.5,837,In Stock,"Red, White","7, 8, 9, 10",Silk,2-3 days,Uttar Pradesh,2024-08-17,8365815
P03962,Party Gown,Footwear,Boots,FabIndia,5963,10,4.7,497,Out of Stock,"Grey, Black","M, L, XL",Linen,4-5 days,Karnataka,2020-05-29,2963611
P03963,Maxi Dress,Dresses,Sports Shoes,Clarks,8367,28,3.7,207,Out of Stock,"Blue, Black","28, 30, 32, 34",Denim,6-7 days,Uttar Pradesh,2023-05-06,1731969
P03964,Denim Jacket,Bottomwear,Jeans,Levis,1708,39,4.5,421,In Stock,"Blue, Black","28, 30, 32, 34",Wool,1 week,Delhi,2022-08-30,719068
P03965,Blazer,Dresses,Formal Wear,Tommy Hilfiger,9022,48,4.0,165,In Stock,"Red, White","30, 32, 34, 36",Leather,10 days,Gujarat,2022-09-05,1488630
P03966,Running Shoes,Topwear,Jackets,Forever 21,5231,41,4.4,413,Out of Stock,"Green, Yellow","28, 30, 32, 34",Leather,2-3 days,Delhi,2024-06-05,2160403
P03967,Ankle Boots,Ethnic,Shirts,Puma,3499,28,4.8,482,Out of Stock,"Red, White","30, 32, 34, 36",Linen,4-5 days,Uttar Pradesh,2021-04-22,1686518
P03968,Maxi Dress,Ethnic,Jeans,Clarks,3447,28,3.7,510,In Stock,"Pink, Purple","6, 7, 8, 9",Leather,1 week,Tamil Nadu,2022-10-22,1757970
P03969,Blazer,Dresses,Sweaters,Harley Davidson,1556,38,3.6,897,Out of Stock,"Pink, Purple","7, 8, 9, 10",Silk,2-3 days,Maharashtra,2021-11-10,1395732
P03970,Ankle Boots,Dresses,Shirts,Reebok,2775,42,3.7,653,In Stock,"Blue, Black","M, L, XL",Denim,10 days,Gujarat,2023-06-25,1812075
P03971,Floral Top,Dresses,Sweaters,Mango,2328,20,4.7,10,Out of Stock,"Green, Yellow","S, M, L, XL",Silk,10 days,Delhi,2024-07-20,23280
P03972,Leather Jacket,Topwear,Blouses,Puma,9802,44,3.1,423,In Stock,"Blue, Black","M, L, XL",Polyester,2-3 days,Delhi,2023-05-22,4146246
P03973,Cotton T-shirt,Outerwear,Skirts,Nike,4372,36,4.7,469,Out of Stock,"Pink, Purple","S, M, L, XL",Silk,2-3 days,Gujarat,2021-08-11,2050468
P03974,Cotton T-shirt,Ethnic,Jeans,Uniqlo,7507,16,4.5,856,Out of Stock,"Grey, Black","28, 30, 32, 34",Cotton,6-7 days,Maharashtra,2023-08-15,6425992
P03975,Ethnic Kurta,Bottomwear,Shirts,Puma,2889,7,4.7,141,Out of Stock,"Pink, Purple","7, 8, 9, 10",Leather,4-5 days,Delhi,2021-08-04,407349
P03976,Denim Jacket,Topwear,Kurtas,Tommy Hilfiger,4930,29,4.9,878,Out of Stock,"Red, White","7, 8, 9, 10",Wool,6-7 days,Delhi,2020-07-28,4328540
P03977,Ethnic Kurta,Ethnic,Skirts,Nike,9996,44,3.1,1000,In Stock,"Red, White","S, M, L, XL",Leather,1 week,Maharashtra,2024-01-31,9996000
P03978,Knee-Length Skirt,Ethnic,Shorts,Puma,5739,18,3.7,492,Out of Stock,"Red, White","6, 7, 8, 9",Cotton,1 week,Tamil Nadu,2021-07-14,2823588
P03979,Slim Fit Jeans,Footwear,Jackets,Puma,3145,9,4.7,106,In Stock,"Pink, Purple","M, L, XL",Leather,10 days,Gujarat,2023-02-15,333370
P03980,Woolen Sweater,Outerwear,Shirts,FabIndia,620,18,3.8,87,In Stock,"Green, Yellow","M, L, XL",Silk,4-5 days,Uttar Pradesh,2024-07-23,53940
P03981,Slim Fit Jeans,Dresses,Boots,Vero Moda,9320,36,3.3,387,In Stock,"Green, Yellow","30, 32, 34, 36",Denim,1 week,Maharashtra,2022-10-15,3606840
P03982,Denim Jacket,Dresses,Jackets,Adidas,1396,40,4.3,302,In Stock,"Red, White","M, L, XL",Silk,6-7 days,Gujarat,2022-12-23,421592
P03983,Cotton T-shirt,Dresses,T-shirts,Mango,7136,21,4.7,365,In Stock,"Pink, Purple","S, M, L, XL",Cotton,4-5 days,Gujarat,2022-05-15,2604640
P03984,Ankle Boots,Dresses,Jeans,H&M,6071,34,3.5,215,Out of Stock,"Grey, Black","28, 30, 32, 34",Leather,10 days,Karnataka,2024-09-01,1305265
P03985,Track Pants,Bottomwear,Casual Shoes,Puma,9637,26,3.3,320,Out of Stock,"Pink, Purple","6, 7, 8, 9",Leather,1 week,Karnataka,2023-04-25,3083840
P03986,Denim Jacket,Dresses,Shirts,Harley Davidson,8228,5,4.8,267,Out of Stock,"Red, White","6, 7, 8, 9",Silk,6-7 days,Maharashtra,2023-06-21,2196876
P03987,Blazer,Outerwear,Skirts,H&M,8433,41,4.9,324,In Stock,"Red, White","7, 8, 9, 10",Cotton,4-5 days,Uttar Pradesh,2020-01-24,2732292
P03988,Polo T-shirt,Topwear,Blouses,Tommy Hilfiger,8753,45,5.0,121,Out of Stock,"Green, Yellow","M, L, XL",Wool,2-3 days,Tamil Nadu,2024-05-08,1059113
P03989,Maxi Dress,Outerwear,Kurtas,Ralph Lauren,2229,22,4.0,332,In Stock,"Blue, Black","M, L, XL",Cotton,4-5 days,Tamil Nadu,2022-01-20,740028
P03990,Woolen Sweater,Dresses,Blouses,Vero Moda,3309,47,3.7,409,Out of Stock,"Grey, Black","7, 8, 9, 10",Wool,6-7 days,Karnataka,2021-09-27,1353381
P03991,Track Pants,Topwear,Shorts,Forever 21,1497,30,3.9,903,In Stock,"Green, Yellow","6, 7, 8, 9",Wool,10 days,Maharashtra,2020-06-19,1351791
P03992,Running Shoes,Topwear,Sports Shoes,Clarks,8425,34,4.0,920,In Stock,"Green, Yellow","M, L, XL",Silk,10 days,Karnataka,2021-06-21,7751000
P03993,Party Gown,Bottomwear,Boots,Zara,6113,23,3.6,417,Out of Stock,"Grey, Black","M, L, XL",Denim,1 week,Tamil Nadu,2020-02-03,2549121
P03994,Floral Top,Topwear,Western Wear,Mango,7488,15,3.6,279,In Stock,"Grey, Black","M, L, XL",Wool,2-3 days,Gujarat,2024-10-17,2089152
P03995,Ethnic Kurta,Dresses,Sweaters,Adidas,6891,11,4.9,11,In Stock,"Green, Yellow","S, M, L, XL",Leather,1 week,Uttar Pradesh,2024-05-02,75801
P03996,Denim Jacket,Dresses,Western Wear,Tommy Hilfiger,9419,33,4.2,613,Out of Stock,"Green, Yellow","7, 8, 9, 10",Wool,4-5 days,Tamil Nadu,2024-12-13,5773847
P03997,Running Shoes,Topwear,Blouses,H&M,8754,18,4.2,695,Out of Stock,"Grey, Black","6, 7, 8, 9",Denim,6-7 days,Uttar Pradesh,2022-04-27,6084030
P03998,Sports Shoes,Footwear,Shorts,Levis,2020,35,4.6,70,In Stock,"Red, White","28, 30, 32, 34",Cotton,6-7 days,Delhi,2024-11-22,141400
P03999,Polo T-shirt,Dresses,Shorts,Vero Moda,5977,12,3.4,381,Out of Stock,"Red, White","M, L, XL",Denim,2-3 days,Tamil Nadu,2022-09-27,2277237
P04000,Sneakers,Dresses,Shorts,Puma,7870,36,3.0,544,In Stock,"Grey, Black","7, 8, 9, 10",Cotton,2-3 days,Gujarat,2023-05-01,4281280
P04001,Ethnic Kurta,Outerwear,Sports Shoes,Reebok,2493,12,4.6,724,Out of Stock,"Blue, Black","30, 32, 34, 36",Wool,10 days,Maharashtra,2023-05-05,1804932
P04002,Slim Fit Jeans,Footwear,Shirts,Uniqlo,3022,36,4.3,140,In Stock,"Blue, Black","30, 32, 34, 36",Polyester,4-5 days,Maharashtra,2024-12-01,423080
P04003,Leather Jacket,Topwear,Boots,FabIndia,1679,10,4.3,797,Out of Stock,"Grey, Black","M, L, XL",Denim,6-7 days,Karnataka,2023-03-07,1338163
P04004,Track Pants,Ethnic,T-shirts,Mango,4983,32,4.7,934,Out of Stock,"Grey, Black","S, M, L, XL",Cotton,10 days,Gujarat,2022-07-26,4654122
P04005,Maxi Dress,Bottomwear,Sports Shoes,Uniqlo,1936,19,3.1,871,In Stock,"Red, White","S, M, L, XL",Denim,1 week,Uttar Pradesh,2022-05-01,1686256
P04006,Cotton T-shirt,Bottomwear,Sweaters,H&M,1990,31,4.2,363,In Stock,"Green, Yellow","M, L, XL",Linen,1 week,Gujarat,2020-04-29,722370
P04007,Ethnic Kurta,Footwear,Pants,Reebok,7883,41,3.5,672,Out of Stock,"Pink, Purple","7, 8, 9, 10",Silk,2-3 days,Maharashtra,2021-10-05,5297376
